"#","Player","Pos","Team","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","AVG","TTL"
"174","Jesse James","TE","NO","5.6","10.4","2","8.5","13.3","2.3","2.8","-","2.3","7.9","1","0","4.7","1","0","6.9","2.6","4.5","71.3"
"176","Nelson Agholor","WR","BAL","13.7","6.2","3.6","-","4.2","4.9","2","4","6.1","1.7","2","-","4.7","3.2","1.5","12.2","-0.1","4.7","69.9"
"177","Paul Perkins","RB","FA","-","-","0","9","2.7","3.6","2.1","-","6.2","3.1","4.5","5.3","3.8","5","5.6","8.2","10.2","5","69.3"
"178","Sammy Watkins","WR","FA","6.3","3","-","-","-","-","-","-","-","-","-","9.5","5.3","13.4","1.5","24.9","5.1","8.6","69"
"179","Rex Burkhead","RB","FA","0","0","0","0","0","1.6","3.8","0","-","0","1.9","5.8","6.6","5.6","6","8.7","27.4","4.2","67.4"
"180","Robert Griffin III","QB","FA","9.3","-","-","-","-","-","-","-","-","-","-","-","-","11.3","18.6","10.8","16.5","13.3","66.4"
"180","Albert Wilson","WR","FA","1.6","2.1","0","7.7","-","3.1","0.9","0","11.2","4.5","9.9","1.6","18.3","0","0","0.8","4.7","4.2","66.4"
"182","Jacksonville Jaguars","DST","JAC","1","1","9","8","BYE","2","-1","-4","3","2","9","4","3","2","4","12","9","4","64"
"183","San Francisco 49ers","DST","SF","16","6","2","2","0","3","3","BYE","-3","10","0","1","3","8","-1","8","5","3.9","63"
"184","New Orleans Saints","DST","NO","-4","12","-2","8","BYE","2","0","4","9","10","2","7","1","5","1","6","-3","3.6","58"
"185","Danny Amendola","WR","FA","6.3","16.8","3.3","0","2.1","4","0","10.4","-","1.9","7.2","1.3","4.5","-","-","-","-","4.8","57.8"
"186","Trey Burton","TE","FA","0","13.4","2.9","-","1","1.2","0","1.1","7","0","1.9","2.5","7.8","10","1.2","0.8","6.4","3.6","57.2"
"187","Jared Cook","TE","FA","1.2","5.1","2","-","-","-","-","-","-","-","17.5","1.2","3.4","2","11.5","5.2","7.6","5.7","56.7"
"188","New York Jets","DST","NYJ","9","2","6","2","2","-1","12","4","1","7","BYE","0","-3","3","2","-3","13","3.5","56"
"189","Kyle Juszczyk","RB","SF","3.3","1.3","0.7","8.6","3.5","4.5","0.7","BYE","0.2","3.7","4.7","3.3","1.1","6.1","3","9.5","1.1","3.5","55.3"
"190","Justin Hardy","WR","FA","0.5","7.3","9.6","0","0","4.5","1.6","1.8","0","0","-","6.2","1","7.9","2.1","0","12.3","3.4","54.8"
"191","Matt Moore","QB","FA","-","-","-","-","-","-","-","-","-","-","-","-","-","1.9","23.4","15.2","14.2","13.7","54.7"
"192","Austin Hooper","TE","LV","1.9","9.9","0","10.7","1.9","0","0","6.6","12.1","1.3","-","1.8","0","1","7.4","-","-","3.9","54.6"
"193","Richard Rodgers","TE","FA","2.7","3.5","7.9","-","1.1","2.5","1.2","0","9.4","4.7","4.8","0","2.6","1.3","1.5","9","1.9","3.4","54.1"
"194","Robbie Gould","K","FA","-","-","-","-","-","-","5","-","4","3","5","3","2","4","6","14","8","5.4","54"
"195","Jared Goff","QB","DET","-","-","-","-","-","-","-","-","-","BYE","6.5","16.6","6.3","9.6","5.4","4","4.8","7.6","53.2"
"196","C.J. Prosise","RB","FA","1.6","-","-","-","-","-","2.7","12.3","2","18.8","15.1","-","-","-","-","-","-","8.8","52.5"
"197","Josh McCown","QB","FA","-","14.4","-","-","-","-","-","20.6","-","-3.6","7.8","12.9","-","-","-","-","-","10.4","52.1"
"198","Cleveland Browns","DST","CLE","1","4","12","4","0","3","4","1","-4","5","1","3","BYE","4","0","4","6","3","48"
"199","Dion Lewis","RB","FA","-","-","-","-","-","-","-","-","-","-","6.4","7.8","5.8","2.4","11.4","6.2","6.2","6.6","46.2"
"200","Paul Richardson Jr.","WR","FA","1.6","5","0","3.2","-","0","1.5","4.3","2","6.2","1.1","2.2","-","0","0","12.2","6.5","3.1","45.8"
"201","Levine Toilolo","TE","FA","0","3.1","0","0","0","14.4","1","0","9.7","0","-","2.3","4.7","2.4","3.5","1.5","2.3","2.8","44.9"
"202","Wendell Smallwood","RB","FA","0.1","1.6","13.9","-","0","2.5","1.3","-2.5","2.5","7","9.9","5.2","1.9","0.3","-","-","-","3.4","43.7"
"202","Dwayne Washington","RB","FA","6.1","3.1","4","1.9","-","-","-","-","2.6","-","3.1","1.9","5","7.9","5","3.1","0","3.6","43.7"
"204","C.J. Uzomah","TE","NYJ","6.9","2.4","4.1","6.5","6.8","1.1","0","-","-","0","BYE","-","-","-","-","5.3","8.8","4.2","41.9"
"205","Virgil Green","TE","FA","4.8","6.1","-","-","-","3.6","0","7.5","4.7","3.4","-","0","0","0","1.4","-","9.2","3.4","40.7"
"206","Kenyan Drake","RB","FA","0","8.8","5.8","1.5","3","0","0","-","1.1","0.9","0.2","0.9","1","1.6","1.6","11.6","1","2.4","39"
"207","Alfred Morris","RB","FA","3.5","6.7","8.6","3.4","3.3","0.2","-","0.6","5.6","2.4","0.3","1.2","1.1","0","-","-","2","2.8","38.9"
"208","Geronimo Allison","WR","FA","-","-","-","-","-","-","-","9.1","0","2.2","0","0","0","0","1.2","8.6","17.1","3.8","38.2"
"209","Chester Rogers","WR","FA","-","0","0","4.9","3.9","8.3","4","-","0","-","0","0","0","2.6","3.9","0","9.2","2.6","36.8"
"210","Jimmy Garoppolo","QB","LV","14.6","21.3","-","-","-0.3","-","-","-0.1","-","-","-","-","-","-","-","0","0","5.9","35.5"
"211","Randy Bullock","K","FA","2","-","-","-","-","-","-","-","-","-","-","-","11","-","8","5","9","7","35"
"212","Peyton Barber","RB","FA","0","-","0","0","0.6","-","14.4","0.1","7.5","3.8","2.2","2.5","0.6","0","0","0","1.9","2.2","33.6"
"213","Marcedes Lewis","TE","FA","5.8","8.7","3.5","1.7","-","0","1.6","4.3","3.3","1.4","2.6","-","-","-","-","-","-","3.3","32.9"
"214","Luke Willson","TE","FA","3.6","1.1","1.9","0","-","1.4","-","-","-","-","1.7","1.6","-","1.6","9.4","0","10.1","2.9","32.4"
"215","Bennie Fowler III","WR","FA","-","-","1.8","0","2.3","9.7","1.2","0","0.9","0","-","14.1","-","1","0","1","0","2.5","32"
"216","Kenjon Barner","RB","FA","4.2","0.2","10.2","-","0","0.6","0","1.9","6.3","0","1.7","1.7","0.7","-","4.1","-","-","2.4","31.6"
"217","Alex Collins","RB","FA","-","0","4.1","0.1","-","7.6","0.2","-","0","0.2","-","0","-","5.1","-","6.7","6.4","2.8","30.4"
"218","Andre Roberts","WR","FA","1.3","0","0","1.3","0","8.3","2.5","0","3.2","-","2.9","2.9","5.5","0","0","1.9","0","1.9","29.8"
"219","Kevin White","WR","FA","4.9","6.5","9.2","8.5","-","-","-","-","-","-","-","-","-","-","-","-","-","7.3","29.1"
"220","Demetrius Harris","TE","FA","3","0","2.4","1.7","-","1.6","1.5","2.8","0","0","0","2","1.1","0","0","12.7","0","1.8","28.8"
"221","Cody Core","WR","FA","-","-","-","-","0","-","-","-","-","0","-","0","6.8","1.3","2.3","7.9","10.2","3.6","28.5"
"222","Josh Hill","TE","FA","0","-","-","-","-","9.3","1.1","0.8","6","0","0","10.4","0.8","-","-","-","-","3.2","28.4"
"222","Darren Fells","TE","FA","0","5.1","2.5","1.7","-","1.3","0","-","-","0","2.7","0","1.4","1.7","1.8","0","10.2","2","28.4"
"224","Jacoby Brissett","QB","WAS","-","4.9","14.9","8.5","-","-","-","-","BYE","-","-","-","-","-","-","-","-","9.4","28.3"
"225","Nick Foles","QB","FA","-","-","-","-","-","-","-","16.8","11.2","-","-","-","-","-","-","-","0","9.3","28"
"226","Daniel Brown","TE","FA","-","-","-","-","0","0","-","-","-","-","-","9.9","2.3","7.2","1.3","2.9","2.8","3.3","26.4"
"227","Jerell Adams","TE","FA","-","0","-","0","3.7","0","1","-","3.9","9.3","0","0","1.5","2.1","3.3","1.4","-","2","26.2"
"228","Josh Ferguson","RB","FA","3.4","6.1","4.6","6.6","2.3","0","0","0","1.4","-","0","0","1.1","0","0.1","0","0","1.6","25.6"
"229","Darren Waller","TE","NYG","-","-","-","-","0","0","0","BYE","2.7","8.4","0","2.4","2","6.8","1.6","1.6","0","2.1","25.5"
"230","Ameer Abdullah","RB","LV","20.5","3.8","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","12.2","24.3"
"231","Stephen Anderson","TE","FA","4","2.5","0","-","-","-","0","2.7","-","7.2","1.9","1.3","0","0","1.2","0","0","1.6","20.8"
"232","Tyler Higbee","TE","LAR","0.7","0","0","0","0","0","0.9","BYE","3.6","0","1.4","0","2.6","1.3","2","7.5","0","1.3","20"
"233","Nick O'Leary","TE","FA","0","0","3.3","3","0","3.9","1.2","3.5","0","-","0","0","1.3","1.7","0","0","0","1.1","17.9"
"234","Kevin Hogan","QB","FA","-","-","-","-","-","-","16.4","0.2","-","0.1","-","0","-","-","-","-","-","4.2","16.7"
"235","Andy Janovich","RB","FA","8.8","1.6","2","0","0.2","0","1.8","0","0","1.4","-","0.4","-","-","-","-","-","1.5","16.2"
"236","Pharoh Cooper","WR","FA","-","-","-","-","0","-","-","-","0.8","1.1","1.5","0","1.3","3.7","3.6","0","3.6","1.6","15.6"
"237","Patrick DiMarco","RB","FA","1.3","0","0","2.3","1.8","0.8","0.8","0","6.6","0","-","0","0","0","0","1.1","0","0.9","14.7"
"238","Tyler Kroft","TE","MIA","0","5","0","0","4.4","2.9","0.8","1.1","-","0","0","0","0","0","0","-","-","1","14.2"
"239","Mike Davis","RB","FA","0.1","1.5","0","0","0.4","2.4","8.1","-","0.5","-","-","-","-","-","-","-","-","1.6","13"
"240","Tommylee Lewis","WR","FA","-","0.4","5.9","1.8","-","3.4","0","0","-","-","-","0.7","0","0","0","0","0","1","12.2"
"241","Ryan Grant","WR","FA","0","1","0","0","0","0","1","2.2","-","0","0.9","0","3","0","0","4","0","0.8","12.1"
"242","Jonathan Williams","RB","WAS","-","-","0.2","0","-","0.1","-","7.2","0","-","3.1","1.2","0","-","1","0","-0.9","1.1","11.9"
"243","Joshua Perkins","TE","FA","-","-","-","-","-","-","-","-","0","0","-","0","0","0","1.3","10.4","0","1.5","11.7"
"244","Rashard Higgins","WR","FA","0","0","0","0","0","1.9","2.9","1.5","0","0","0","4.4","-","0","0","0","0","0.7","10.7"
"244","Derek Watt","RB","FA","0","0","1.1","0","0.2","1.3","0","5.8","0","0","-","0","0.2","0","0","2.1","0","0.7","10.7"
"246","Blake Bell","TE","KC","0","1.1","0","0","0.9","-","0","-","0","0","0","0","0","3.5","5","-","-","0.8","10.5"
"247","Alex Erickson","WR","FA","0","2.5","0","0","0","0","0","0","-","0","1.2","1.2","2.1","2.1","0","1","0","0.6","10.1"
"248","Chris Moore","WR","TEN","1.8","1.4","0.7","1.1","-","0","2.1","-","0.2","1","0","0","0.7","1","0","0","0","0.7","10"
"249","Geoff Swaim","TE","FA","2.6","3.9","0","0","0","0","-","1.3","2.1","0","-","-","-","-","-","-","-","1.1","9.9"
"250","Drew Stanton","QB","FA","-","0.4","-","-2.5","12.8","0.4","-","-","-","-","-","-","-","-","-","-","-1.7","1.9","9.4"
"251","Keenan Allen","WR","LAC","9.3","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","9.3","9.3"
"252","Mike Glennon","QB","FA","-","-","-","-","-","-","-","-","9","0","-","-","-","-","-","-","-","4.5","9"
"253","Nick Williams","WR","FA","-","-","-","-","-","-","-","-","-","-","-","-","-","6.9","-","-","1.5","4.2","8.4"
"254","Malcolm Brown","RB","FA","1.8","0","0","0","3.3","0","0","0","0","0","0","0.9","0","-0.6","1.3","0.2","1.1","0.5","8"
"255","Geno Smith","QB","SEA","-","-","-","-","BYE","-0.6","8.5","-","-","-","-","-","-","-","-","-","-","4","7.9"
"256","Josh Doctson","WR","FA","1.4","6.2","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","3.8","7.6"
"257","Adrian Peterson","RB","FA","3.1","3.6","-","-","-","-","-","-","-","-","-","-","-","-","0.8","-","-","2.5","7.5"
"258","Nick Boyle","TE","FA","-","-","-","-","-","-","-","-","-","-","-","0","3.4","3","0","1","0","1.2","7.4"
"259","Lee Smith","TE","FA","0","4.4","0.9","0.6","-","-","-","-","-","-","-","-","-","-","-","-","-","1.5","5.9"
"260","Dwayne Harris","WR","FA","0","0","0","-2","0","0","0","-","0","0","0","7.8","0","0","0","0","0","0.4","5.8"
"261","Taiwan Jones","RB","FA","1.9","0","0","-","-","0","-","0","0","-","0","2","1.6","0","0","0","0","0.4","5.5"
"262","Troymaine Pope","RB","FA","-","-","-","-","-","-","0.1","-","-","-","0.3","-","3.8","1.2","-","-","-","1.4","5.4"
"263","Malcolm Johnson","RB","FA","1.9","0","0.8","-0.2","0","0","2.6","-","-","-","-","-","-","-","-","-","-","0.7","5.1"
"264","Luke Stocker","TE","FA","0","0","-","-","-","-","0","1.8","0","1.6","0","0.8","0","-","0","0","0.6","0.4","4.8"
"265","Nick Vannett","TE","FA","-","-","-","-","-","0","0","1.2","0","0","-","0","3.5","0","0","-","-","0.5","4.7"
"265","Danny Vitale","RB","FA","-","-","-","-","-","-","-","0","0","0","0","0.1","-","0","2.2","2","0.4","0.5","4.7"
"267","Keith Smith","RB","ATL","0.3","1","0","2.1","0","0","-","0.6","0","0","0","0","0","0","0","0","0","0.3","4"
"268","James Develin","RB","FA","0","0","0","0","0","0","0","0","-","0","0","1","0","0","1.8","0.5","0","0.2","3.3"
"269","Mike Thomas","WR","BAL","0","0","0","0","0","0","0","BYE","0","0","0","0","0","0.1","1.1","-","2","0.2","3.2"
"270","Anthony Sherman","RB","FA","0","0","0.8","0","-","0","0.5","0","1.1","0","0","0","0","0","0","0","0.7","0.2","3.1"
"270","D.J. Foster","RB","FA","-","1.4","-","-","1.7","0","-","-","-","-","-","-","-","-","-","-","-","1","3.1"
"272","Ross Travis","TE","FA","0","0","2","0","-","-","-","-","-","1","0","-","-","-","-","-","-","0.5","3"
"272","Logan Paulsen","TE","FA","0","0","0","2","0","0","0","1","-","0","0","0","0","0","0","0","0","0.2","3"
"274","Brandon Bolden","RB","LV","0.4","0","0","2.5","-","-","0","0","-","0","0","0","0","0","0","0","0","0.2","2.9"
"275","J.D. McKissic","RB","FA","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","2.8","2.8","2.8"
"276","Alex Ellis","TE","FA","-","-","-","-","-","-","-","-","-","-","-","0","0","0","0.6","2","0","0.4","2.6"
"277","Devin Smith","WR","FA","-","-","-","-","-","-","-","-","-","-","-","-","-","0","0","2.5","0","0.6","2.5"
"278","MyCole Pruitt","TE","FA","-","-","-","1.2","0","-","-","-","-","-","-","-","-","-","-","0","1.1","0.6","2.3"
"279","Damiere Byrd","WR","CAR","-","-","-","-","-","-","BYE","-","-","-","-","-","-","-","-","-","2.1","2.1","2.1"
"280","Derek Carrier","TE","FA","-","-","-","-","-","-","-","-","-","0","0","0.9","1.1","0","0","0","0","0.3","2"
"280","Laquon Treadwell","WR","BAL","-","0","-","0","0","-","-","0","2","-","0","0","0","0","-","-","-","0.2","2"
"282","Roosevelt Nix","RB","FA","-","-","-","-","-","0","0","-","-","0","0","0","0","0","0","0","1.5","0.2","1.5"
"282","Chris Manhertz","TE","DEN","-","0","0","0","-","-","-","-","-","-","0","0","-","-","-","1.5","0","0.2","1.5"
"284","Rod Smith","RB","FA","0","0","0","0","0.9","0","-","0","-","-","-","-","-","-","-","-","-","0.1","0.9"
"284","James O'Shaughnessy","TE","FA","0","0","0","0","-","0","0","0","0.5","0","0","0.4","0","0","0","0","0","0.1","0.9"
"286","Joe Webb III","QB","FA","0","-","0","0.8","-","0","-","0","0","0","0","0","0","0","0","0","0","0.1","0.8"
"287","Chase Daniel","QB","FA","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0.6","-","0.6","0.6"
"287","Raheem Mostert","RB","MIA","-","-","0","0","-","-","-","BYE","-","-","-","-","-","-","-","-","0.6","0.2","0.6"
"289","Matt Schaub","QB","FA","-","-","-","-","-","-","-","-","-0.2","-","-","0","-","0","0.6","-","-","0.1","0.4"
"290","Beau Brinkley","TE","FA","0","0","0","0","0","0","0","0","0","0","0","0","-","0","0","0","0","0","0"
"290","Maxx Williams","TE","FA","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","0","0"
"290","Kyle Nelson","TE","FA","0","0","0","0","0","0","0","-","0","0","0","0","0","0","0","0","0","0","0"
"290","Jonathan Brown","K","FA","-","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","0","0"
"290","Clark Harris","TE","FA","0","0","0","0","0","0","0","0","-","0","0","-","-","-","0","0","0","0","0"
"290","AJ McCarron","QB","FA","-","-","-","-","-","0","-","-","-","-","-","-","-","-","-","-","-","0","0"
"290","Temarrick Hemingway","TE","FA","-","0","-","0","0","-","0","-","-","-","-","-","-","0","0","0","0","0","0"
"290","Michael Burton","RB","DEN","0","0","0","0","0","0","0","0","0","-","0","0","0","0","0","0","-","0","0"
"290","Eric Tomlinson","TE","FA","-","-","-","-","-","-","-","-","-","0","-","0","0","0","0","0","0","0","0"
"290","Demarcus Robinson","WR","LAR","0","0","0","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"300","Chad Henne","QB","FA","-","-","-","-","-","-","-","-","-","-","-0.2","-","-","-","-","-","-","-0.2","-0.2"
"301","Tyler Ervin","RB","FA","1.3","0","-2","0","0","0.9","1.4","0","-","0","-2","-","-","-","-","0","0","0","-0.4"
"302","Sean Mannion","QB","FA","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-1.3","-1.3","-1.3"
"303","Matthew Slater","WR","NE","0","0","0","0","0.5","0","0","0","BYE","0","0","-","-","-2","0","-","0","-0.1","-1.5"
"304","Brett Hundley","QB","FA","-","-","-","-","-","-","-","-","-","0.3","-1.6","-","-","-0.2","-","0","-","-0.4","-1.5"
"305","Jakeem Grant Sr.","WR","CLE","0","0","0","0","0","0","0","-","0","-2","0","0","0","0","0","0","0.1","-0.1","-1.9"
"306","Kalif Raymond","WR","DET","-","-","-","-","-","-","-","-","-","BYE","-","-","0","0","-","-2","0","-0.5","-2"
""
""
