"Rank","Name","Team","POS","G","RTE","TGT","TPRR","RTE %","YPRR","RTE","WIDE RTE %","TM RTE %","TGT","TPRR","RTE %","YPRR","RTE","SLOT RTE %","TM RTE %","TGT","TPRR","RTE %","YPRR","RTE","INLINE RTE %","TM RTE %","TGT","TPRR","RTE %","YPRR","RTE","BACK RTE %","TM RTE %","TGT","TPRR","RTE %","YPRR"
"375","Jameson Williams","DET","WR","6","38","9","0.24","16.2%","1.08","29","76.3%","7.1%","8","0.28","12.3%","1.41","9","23.7%","2.7%","1","0.11","3.8%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00"
"376","Keith Smith","ATL","FB","17","36","2","0.06","7.3%","0.22","8","22.2%","0.9%","0","0.00","1.6%","0.00","5","13.9%","0.9%","0","0.00","1.0%","0.00","9","25.0%","4.6%","1","0.11","1.8%","0.00","14","38.9%","5.1%","1","0.07","2.9%","0.57"
"377","Corey Clement","ARZ","RB","5","36","7","0.19","17.2%","1.50","4","11.1%","1.1%","0","0.00","1.9%","0.00","6","16.7%","2.1%","3","0.50","2.9%","4.83","0","0.0%","0.0%","0","0.00","0.0%","0.00","26","72.2%","17.0%","4","0.15","12.4%","0.96"
"378","Tyrie Cleveland","DEN","WR","5","36","7","0.19","17.3%","0.78","24","66.7%","6.6%","4","0.17","11.5%","0.00","12","33.3%","4.3%","3","0.25","5.8%","2.33","0","0.0%","0.0%","0","0.00","0.0%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00"
"379","Raheem Blackshear","CAR","RB","13","35","11","0.31","9.3%","2.66","4","11.4%","0.6%","1","0.25","1.1%","1.00","2","5.7%","0.5%","1","0.50","0.5%","5.00","0","0.0%","0.0%","0","0.00","0.0%","0.00","29","82.9%","12.8%","9","0.31","7.7%","2.72"
"380","Tyler Davis","GB","TE","17","35","5","0.14","5.8%","0.74","10","28.6%","1.0%","1","0.10","1.6%","0.30","9","25.7%","1.1%","0","0.00","1.5%","0.00","16","45.7%","5.8%","4","0.25","2.6%","1.44","0","0.0%","0.0%","0","0.00","0.0%","0.00"
"381","T.Y. Hilton","DAL","WR","3","35","10","0.29","26.9%","3.46","21","60.0%","8.9%","6","0.29","16.2%","4.86","14","40.0%","6.5%","4","0.29","10.8%","1.36","0","0.0%","0.0%","0","0.00","0.0%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00"
"382","Stone Smartt","LAC","TE","7","34","5","0.15","10.9%","0.50","10","29.4%","1.9%","1","0.10","3.2%","0.60","15","44.1%","3.5%","2","0.13","4.8%","0.33","9","26.5%","6.8%","2","0.22","2.9%","0.67","0","0.0%","0.0%","0","0.00","0.0%","0.00"
"383","Dax Milne","WAS","WR","15","34","7","0.21","6.1%","1.09","16","47.1%","1.6%","4","0.25","2.9%","1.63","18","52.9%","2.0%","3","0.17","3.2%","0.61","0","0.0%","0.0%","0","0.00","0.0%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00"
"384","Deven Thompkins","TB","WR","5","33","10","0.30","14.2%","0.97","28","84.8%","6.8%","9","0.32","12.1%","1.07","4","12.1%","1.2%","1","0.25","1.7%","0.50","0","0.0%","0.0%","0","0.00","0.0%","0.00","1","3.0%","0.6%","0","0.00","0.4%","0.00"
"385","Maxx Williams","ARZ","TE","11","33","3","0.09","6.7%","0.55","1","3.0%","0.1%","0","0.00","0.2%","0.00","2","6.1%","0.3%","0","0.00","0.4%","0.00","27","81.8%","14.6%","3","0.11","5.5%","0.67","3","9.1%","0.9%","0","0.00","0.6%","0.00"
"386","Marlon Mack","SF, DEN","RB","7","32","9","0.28","12.1%","3.09","0","0.0%","0.0%","0","0.00","0.0%","0.00","1","3.1%","0.3%","1","1.00","0.4%","5.00","0","0.0%","0.0%","0","0.00","0.0%","0.00","31","96.9%","17.3%","8","0.26","11.7%","3.03"
"387","Cade Johnson","SEA","WR","3","31","4","0.13","27.2%","0.68","9","29.0%","4.7%","1","0.11","7.9%","0.00","21","67.7%","13.3%","3","0.14","18.4%","1.00","1","3.2%","1.4%","0","0.00","0.9%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00"
"388","Zander Horvath","LAC","RB","15","30","7","0.23","4.3%","0.27","4","13.3%","0.3%","0","0.00","0.6%","0.00","2","6.7%","0.2%","0","0.00","0.3%","0.00","8","26.7%","2.6%","2","0.25","1.1%","0.63","16","53.3%","3.4%","5","0.31","2.3%","0.19"
"389","Troy Hairston","HST","FB","16","30","7","0.23","4.9%","0.63","0","0.0%","0.0%","0","0.00","0.0%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00","30","100.0%","7.9%","7","0.23","4.9%","0.63"
"390","Trestan Ebner","CHI","RB","15","30","7","0.23","6.7%","0.27","2","6.7%","0.3%","0","0.00","0.4%","0.00","8","26.7%","1.3%","1","0.13","1.8%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00","20","66.7%","8.3%","6","0.30","4.5%","0.40"
"391","Jason Moore","LAC","WR","6","30","2","0.07","10.6%","0.17","24","80.0%","4.8%","0","0.00","8.5%","0.00","5","16.7%","1.2%","2","0.40","1.8%","1.00","1","3.3%","0.8%","0","0.00","0.4%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00"
"392","David Johnson","NO","RB","5","29","4","0.14","23.2%","1.62","2","6.9%","0.9%","0","0.00","1.6%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00","27","93.1%","31.0%","4","0.15","21.6%","1.74"
"393","Dareke Young","SEA","WR","12","29","2","0.07","6.2%","0.83","15","51.7%","1.8%","1","0.07","3.2%","0.80","13","44.8%","2.0%","1","0.08","2.8%","0.92","0","0.0%","0.0%","0","0.00","0.0%","0.00","1","3.4%","0.3%","0","0.00","0.2%","0.00"
"394","Royce Freeman","HST","RB","4","29","7","0.24","18.2%","1.14","2","6.9%","0.7%","0","0.00","1.3%","0.00","5","17.2%","2.5%","1","0.20","3.1%","1.00","0","0.0%","0.0%","0","0.00","0.0%","0.00","22","75.9%","23.2%","6","0.27","13.8%","1.27"
"395","Austin Trammell","LA","WR","6","28","4","0.14","14.9%","0.46","11","39.3%","3.3%","2","0.18","5.9%","0.45","17","60.7%","7.8%","2","0.12","9.0%","0.47","0","0.0%","0.0%","0","0.00","0.0%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00"
"396","Kyle Rudolph","TB","TE","9","28","5","0.18","6.4%","1.00","2","7.1%","0.3%","1","0.50","0.5%","4.00","3","10.7%","0.5%","0","0.00","0.7%","0.00","23","82.1%","16.0%","4","0.17","5.2%","0.87","0","0.0%","0.0%","0","0.00","0.0%","0.00"
"397","Ihmir Smith-Marsette","CHI, KC","WR","8","28","3","0.11","11.4%","0.54","20","71.4%","4.9%","2","0.10","8.2%","0.75","8","28.6%","2.3%","1","0.13","3.3%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00"
"398","Phillip Lindsay","IND","RB","3","28","6","0.21","18.9%","0.68","3","10.7%","1.1%","2","0.67","2.0%","4.33","0","0.0%","0.0%","0","0.00","0.0%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00","25","89.3%","23.6%","4","0.16","16.9%","0.24"
"399","Miles Boykin","PIT","WR","16","27","3","0.11","4.4%","0.41","19","70.4%","1.7%","2","0.11","3.1%","0.58","8","29.6%","1.1%","1","0.13","1.3%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00"
"400","Danny Gray","SF","WR","13","26","6","0.23","6.2%","0.38","22","84.6%","2.9%","4","0.18","5.2%","0.45","4","15.4%","0.8%","2","0.50","0.9%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00"
"401","Gus Edwards","BLT","RB","9","26","1","0.04","8.8%","0.00","2","7.7%","0.4%","0","0.00","0.7%","0.00","3","11.5%","0.7%","0","0.00","1.0%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00","21","80.8%","15.7%","1","0.05","7.1%","0.00"
"402","Lance McCutcheon","LA","WR","9","26","4","0.15","8.3%","0.00","22","84.6%","4.0%","4","0.18","7.0%","0.00","4","15.4%","1.0%","0","0.00","1.3%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00"
"403","Malik Davis","DAL","RB","7","25","6","0.24","9.3%","2.52","2","8.0%","0.4%","0","0.00","0.7%","0.00","1","4.0%","0.3%","1","1.00","0.4%","8.00","0","0.0%","0.0%","0","0.00","0.0%","0.00","22","88.0%","13.4%","5","0.23","8.2%","2.50"
"404","Kavontae Turpin","DAL","WR","17","25","1","0.04","4.2%","0.36","5","20.0%","0.5%","1","0.20","0.8%","1.80","20","80.0%","2.3%","0","0.00","3.3%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00"
"405","Charlie Kolar","BLT","TE","2","25","6","0.24","34.2%","1.96","2","8.0%","1.6%","0","0.00","2.7%","0.00","20","80.0%","18.0%","4","0.20","27.4%","1.40","3","12.0%","6.8%","2","0.67","4.1%","7.00","0","0.0%","0.0%","0","0.00","0.0%","0.00"
"406","Jesper Horsted","LV","TE","11","25","4","0.16","5.9%","0.76","5","20.0%","0.6%","0","0.00","1.2%","0.00","10","40.0%","1.6%","3","0.30","2.4%","1.90","10","40.0%","8.1%","1","0.10","2.4%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00"
"407","Tyrion Davis-Price","SF","RB","6","25","2","0.08","12.1%","0.00","4","16.0%","1.1%","0","0.00","1.9%","0.00","3","12.0%","1.1%","0","0.00","1.5%","0.00","1","4.0%","0.8%","0","0.00","0.5%","0.00","17","68.0%","11.5%","2","0.12","8.3%","0.00"
"408","Charlie Woerner","SF","TE","17","24","2","0.08","4.3%","0.00","5","20.8%","0.5%","0","0.00","0.9%","0.00","7","29.2%","1.0%","0","0.00","1.3%","0.00","12","50.0%","3.6%","2","0.17","2.2%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00"
"409","Richard Rodgers","LAC","TE","10","24","2","0.08","5.2%","0.17","7","29.2%","0.9%","1","0.14","1.5%","0.00","3","12.5%","0.4%","0","0.00","0.7%","0.00","14","58.3%","7.1%","1","0.07","3.0%","0.29","0","0.0%","0.0%","0","0.00","0.0%","0.00"
"410","Jalen Nailor","MIN","WR","9","24","12","0.50","6.1%","7.46","20","83.3%","2.8%","8","0.40","5.1%","5.75","4","16.7%","0.8%","2","0.50","1.0%","12.75","0","0.0%","0.0%","0","0.00","0.0%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00"
"411","Khari Blasingame","CHI","FB","16","23","1","0.04","4.8%","0.00","2","8.7%","0.3%","0","0.00","0.4%","0.00","3","13.0%","0.5%","0","0.00","0.6%","0.00","10","43.5%","5.1%","1","0.10","2.1%","0.00","8","34.8%","3.2%","0","0.00","1.7%","0.00"
"412","Demetric Felton","CLV","RB","6","23","4","0.17","11.5%","0.35","7","30.4%","2.0%","0","0.00","3.5%","0.00","15","65.2%","5.7%","4","0.27","7.5%","0.53","0","0.0%","0.0%","0","0.00","0.0%","0.00","1","4.3%","0.8%","0","0.00","0.5%","0.00"
"413","Juwann Winfree","GB","WR","3","22","4","0.18","17.2%","0.77","9","40.9%","4.3%","3","0.33","7.0%","1.89","13","59.1%","7.1%","1","0.08","10.2%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00"
"414","Trevon Wesco","CHI","TE","15","22","4","0.18","4.9%","1.18","1","4.5%","0.1%","0","0.00","0.2%","0.00","2","9.1%","0.3%","0","0.00","0.4%","0.00","19","86.4%","10.7%","4","0.21","4.2%","1.37","0","0.0%","0.0%","0","0.00","0.0%","0.00"
"415","Pierre Strong","NE","RB","12","22","7","0.32","5.0%","1.91","2","9.1%","0.3%","2","1.00","0.5%","4.00","4","18.2%","0.7%","0","0.00","0.9%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00","16","72.7%","5.5%","5","0.31","3.6%","2.13"
"416","Jordan Wilkins","IND","RB","4","22","8","0.36","15.9%","1.32","2","9.1%","0.8%","0","0.00","1.4%","0.00","2","9.1%","1.0%","2","1.00","1.4%","5.50","0","0.0%","0.0%","0","0.00","0.0%","0.00","18","81.8%","20.2%","6","0.33","13.0%","1.00"
"417","Simi Fehoko","DAL","WR","5","21","4","0.19","13.3%","1.14","14","66.7%","5.1%","3","0.21","8.9%","1.36","7","33.3%","3.0%","1","0.14","4.4%","0.71","0","0.0%","0.0%","0","0.00","0.0%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00"
"418","Penny Hart","SEA","WR","7","21","4","0.19","7.7%","0.95","8","38.1%","1.6%","2","0.25","2.9%","1.88","13","61.9%","3.2%","2","0.15","4.8%","0.38","0","0.0%","0.0%","0","0.00","0.0%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00"
"419","Darrynton Evans","CHI","RB","4","21","1","0.05","17.5%","1.57","0","0.0%","0.0%","0","0.00","0.0%","0.00","5","23.8%","3.0%","0","0.00","4.2%","0.00","1","4.8%","1.9%","0","0.00","0.8%","0.00","15","71.4%","22.7%","1","0.07","12.5%","2.20"
"420","Mason Schreck","HST","TE","3","21","2","0.10","21.6%","0.29","1","4.8%","0.6%","0","0.00","1.0%","0.00","1","4.8%","1.0%","1","1.00","1.0%","0.00","19","90.5%","23.2%","1","0.05","19.6%","0.32","0","0.0%","0.0%","0","0.00","0.0%","0.00"
"421","Elijah Mitchell","SF","RB","5","20","3","0.15","12.7%","0.35","2","10.0%","0.7%","0","0.00","1.3%","0.00","4","20.0%","2.0%","1","0.25","2.5%","-0.25","0","0.0%","0.0%","0","0.00","0.0%","0.00","14","70.0%","11.7%","2","0.14","8.9%","0.57"
"422","Quintez Cephus","DET","WR","4","20","3","0.15","12.4%","0.75","14","70.0%","4.7%","2","0.14","8.7%","0.64","6","30.0%","2.6%","0","0.00","3.7%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00"
"423","Adam Prentice","NO","FB","11","20","3","0.15","5.7%","0.45","1","5.0%","0.2%","1","1.00","0.3%","2.00","2","10.0%","0.4%","0","0.00","0.6%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00","17","85.0%","6.7%","2","0.12","4.8%","0.41"
"424","Jason Cabinda","DET","FB","8","20","4","0.20","7.0%","0.25","4","20.0%","0.8%","0","0.00","1.4%","0.00","3","15.0%","0.8%","0","0.00","1.1%","0.00","2","10.0%","1.7%","0","0.00","0.7%","0.00","11","55.0%","6.0%","4","0.36","3.9%","0.45"
"425","Myles Gaskin","MIA","RB","2","19","6","0.32","22.6%","1.47","3","15.8%","2.0%","1","0.33","3.6%","0.00","3","15.8%","2.2%","0","0.00","3.6%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00","13","68.4%","26.0%","5","0.38","15.5%","2.15"
"426","Cole Beasley","BUF, TB","WR","4","19","7","0.37","11.0%","1.84","4","21.1%","1.3%","2","0.50","2.3%","2.00","15","78.9%","5.9%","5","0.33","8.7%","1.80","0","0.0%","0.0%","0","0.00","0.0%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00"
"427","D'Ernest Johnson","CLV","RB","9","19","3","0.16","5.9%","0.37","0","0.0%","0.0%","0","0.00","0.0%","0.00","2","10.5%","0.4%","0","0.00","0.6%","0.00","1","5.3%","0.5%","0","0.00","0.3%","0.00","16","84.2%","8.0%","3","0.19","4.9%","0.44"
"428","Braylon Sanders","MIA","WR","3","18","3","0.17","18.0%","0.94","13","72.2%","7.5%","3","0.23","13.0%","1.31","5","27.8%","3.5%","0","0.00","5.0%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00"
"429","Jalen Guyton","LAC","WR","3","18","4","0.22","13.6%","3.56","15","83.3%","6.8%","3","0.20","11.4%","0.67","3","16.7%","1.6%","1","0.33","2.3%","18.00","0","0.0%","0.0%","0","0.00","0.0%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00"
"430","Frank Darby","ATL","WR","5","18","1","0.06","12.1%","0.83","14","77.8%","5.5%","0","0.00","9.4%","0.00","4","22.2%","2.3%","1","0.25","2.7%","3.75","0","0.0%","0.0%","0","0.00","0.0%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00"
"431","Deonte Harty","NO","WR","4","18","2","0.11","12.5%","0.72","12","66.7%","4.5%","2","0.17","8.3%","1.08","6","33.3%","3.0%","0","0.00","4.2%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00"
"432","Spencer Brown","CAR","RB","2","16","4","0.25","23.2%","0.63","0","0.0%","0.0%","0","0.00","0.0%","0.00","1","6.3%","1.5%","1","1.00","1.4%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00","15","93.8%","30.0%","3","0.20","21.7%","0.67"
"433","Caleb Huntley","ATL","RB","12","16","2","0.13","4.9%","0.19","1","6.3%","0.2%","0","0.00","0.3%","0.00","1","6.3%","0.3%","0","0.00","0.3%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00","14","87.5%","8.4%","2","0.14","4.3%","0.21"
"434","Trayveon Williams","CIN","RB","7","16","2","0.13","5.4%","1.88","3","18.8%","0.5%","0","0.00","1.0%","0.00","1","6.3%","0.2%","1","1.00","0.3%","24.00","0","0.0%","0.0%","0","0.00","0.0%","0.00","12","75.0%","6.4%","1","0.08","4.0%","0.50"
"435","Tommy Sweeney","BUF","TE","6","16","1","0.06","6.9%","0.44","1","6.3%","0.2%","0","0.00","0.4%","0.00","3","18.8%","0.9%","0","0.00","1.3%","0.00","9","56.3%","14.1%","1","0.11","3.9%","0.78","3","18.8%","1.9%","0","0.00","1.3%","0.00"
"436","Julius Chestnut","TEN","RB","6","16","3","0.19","7.4%","2.56","0","0.0%","0.0%","0","0.00","0.0%","0.00","1","6.3%","0.3%","0","0.00","0.5%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00","15","93.8%","10.8%","3","0.20","6.9%","2.73"
"437","Willie Snead","SF","WR","4","15","0","0.00","12.0%","0.00","9","60.0%","4.2%","0","0.00","7.2%","0.00","6","40.0%","3.9%","0","0.00","4.8%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00"
"438","Sean McKeon","DAL","TE","13","15","2","0.13","3.2%","0.73","1","6.7%","0.1%","0","0.00","0.2%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00","12","80.0%","5.4%","2","0.17","2.5%","0.92","2","13.3%","0.7%","0","0.00","0.4%","0.00"
"439","Dezmon Patmon","IND","WR","1","15","5","0.33","42.9%","1.60","12","80.0%","18.5%","5","0.42","34.3%","2.00","3","20.0%","5.0%","0","0.00","8.6%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00"
"440","Luke Farrell","JAX","TE","16","15","4","0.27","2.4%","2.67","1","6.7%","0.1%","0","0.00","0.2%","0.00","1","6.7%","0.1%","0","0.00","0.2%","0.00","13","86.7%","5.1%","4","0.31","2.1%","3.08","0","0.0%","0.0%","0","0.00","0.0%","0.00"
"441","Mike Davis","BLT","RB","8","14","2","0.14","5.2%","0.29","1","7.1%","0.2%","0","0.00","0.4%","0.00","3","21.4%","0.7%","0","0.00","1.1%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00","10","71.4%","7.9%","2","0.20","3.7%","0.40"
"442","J.P. Holtz","NO","TE","6","14","0","0.00","6.6%","0.00","3","21.4%","0.8%","0","0.00","1.4%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00","9","64.3%","8.7%","0","0.00","4.2%","0.00","2","14.3%","1.2%","0","0.00","0.9%","0.00"
"443","Kevin Harris","NE","RB","5","14","0","0.00","7.7%","0.00","1","7.1%","0.3%","0","0.00","0.6%","0.00","1","7.1%","0.4%","0","0.00","0.6%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00","12","85.7%","10.2%","0","0.00","6.6%","0.00"
"444","Tyree Jackson","PHI","TE","5","13","0","0.00","7.0%","0.00","6","46.2%","1.9%","0","0.00","3.2%","0.00","6","46.2%","2.0%","0","0.00","3.2%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00","1","7.7%","1.0%","0","0.00","0.5%","0.00"
"445","Hunter Long","MIA","TE","10","13","0","0.00","3.4%","0.00","2","15.4%","0.3%","0","0.00","0.5%","0.00","1","7.7%","0.2%","0","0.00","0.3%","0.00","10","76.9%","7.4%","0","0.00","2.6%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00"
"446","Ronald Jones","KC","RB","6","13","1","0.08","5.7%","1.69","0","0.0%","0.0%","0","0.00","0.0%","0.00","1","7.7%","0.3%","0","0.00","0.4%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00","12","92.3%","7.8%","1","0.08","5.2%","1.83"
"447","Jeremy Ruckert","NYJ","TE","5","13","2","0.15","7.4%","0.62","1","7.7%","0.3%","0","0.00","0.6%","0.00","3","23.1%","1.4%","1","0.33","1.7%","0.00","9","69.2%","6.8%","1","0.11","5.1%","0.89","0","0.0%","0.0%","0","0.00","0.0%","0.00"
"448","Derek Watt","PIT","FB","17","13","5","0.38","2.0%","0.85","0","0.0%","0.0%","0","0.00","0.0%","0.00","3","23.1%","0.4%","0","0.00","0.5%","0.00","5","38.5%","1.1%","3","0.60","0.8%","1.40","5","38.5%","1.3%","2","0.40","0.8%","0.80"
"449","Chris Evans","CIN","RB","11","13","4","0.31","3.0%","2.92","8","61.5%","1.0%","2","0.25","1.8%","4.25","4","30.8%","0.7%","2","0.50","0.9%","1.00","0","0.0%","0.0%","0","0.00","0.0%","0.00","1","7.7%","0.4%","0","0.00","0.2%","0.00"
"450","Tanner Conner","MIA","WR","7","12","2","0.17","4.3%","0.00","3","25.0%","0.6%","0","0.00","1.1%","0.00","3","25.0%","0.7%","0","0.00","1.1%","0.00","6","50.0%","5.9%","2","0.33","2.1%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00"
"451","Ronnie Rivers","LA","RB","3","12","5","0.42","12.1%","2.42","0","0.0%","0.0%","0","0.00","0.0%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00","12","100.0%","21.8%","5","0.42","12.1%","2.42"
"452","Benny Snell","PIT","RB","10","12","2","0.17","3.2%","1.42","0","0.0%","0.0%","0","0.00","0.0%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00","12","100.0%","5.2%","2","0.17","3.2%","1.42"
"453","Tyler Johnson","HST","WR","2","12","0","0.00","18.8%","0.00","1","8.3%","1.0%","0","0.00","1.6%","0.00","11","91.7%","17.2%","0","0.00","17.2%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00"
"454","Tyron Johnson","HST, LV","WR","4","12","1","0.08","8.3%","0.67","12","100.0%","4.7%","1","0.08","8.3%","0.67","0","0.0%","0.0%","0","0.00","0.0%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00"
"455","Ty Montgomery","NE","WR","1","11","4","0.36","33.3%","1.36","0","0.0%","0.0%","0","0.00","0.0%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00","11","100.0%","44.0%","4","0.36","33.3%","1.36"
"456","Salvon Ahmed","MIA","RB","6","11","1","0.09","5.1%","0.73","1","9.1%","0.3%","0","0.00","0.5%","0.00","4","36.4%","1.2%","1","0.25","1.8%","2.00","0","0.0%","0.0%","0","0.00","0.0%","0.00","6","54.5%","4.5%","0","0.00","2.8%","0.00"
"457","Anthony McFarland","PIT","RB","1","11","2","0.18","32.4%","1.00","0","0.0%","0.0%","0","0.00","0.0%","0.00","1","9.1%","2.9%","0","0.00","2.9%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00","10","90.9%","33.3%","2","0.20","29.4%","1.10"
"458","Stanley Morgan","CIN","WR","14","11","1","0.09","1.8%","0.00","9","81.8%","0.8%","1","0.11","1.5%","0.00","1","9.1%","0.1%","0","0.00","0.2%","0.00","1","9.1%","0.3%","0","0.00","0.2%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00"
"459","Zamir White","LV","RB","12","11","0","0.00","2.5%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00","11","100.0%","3.2%","0","0.00","2.5%","0.00"
"460","Isaiah Spiller","LAC","RB","6","11","3","0.27","3.8%","1.18","0","0.0%","0.0%","0","0.00","0.0%","0.00","1","9.1%","0.3%","0","0.00","0.3%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00","10","90.9%","5.2%","3","0.30","3.4%","1.30"
"461","Giovani Bernard","TB","RB","4","11","2","0.18","6.7%","-0.09","0","0.0%","0.0%","0","0.00","0.0%","0.00","1","9.1%","0.4%","0","0.00","0.6%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00","10","90.9%","8.6%","2","0.20","6.1%","-0.10"
"462","Jordan Mason","SF","RB","12","10","0","0.00","2.7%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00","1","10.0%","0.4%","0","0.00","0.3%","0.00","9","90.0%","3.5%","0","0.00","2.4%","0.00"
"463","Tanner Gentry","BUF","WR","3","10","1","0.10","8.4%","0.00","8","80.0%","3.8%","1","0.13","6.7%","0.00","2","20.0%","1.1%","0","0.00","1.7%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00"
"464","Blake Bell","KC","TE","3","10","2","0.20","9.3%","2.00","0","0.0%","0.0%","0","0.00","0.0%","0.00","2","20.0%","1.4%","0","0.00","1.9%","0.00","8","80.0%","13.6%","2","0.25","7.5%","2.50","0","0.0%","0.0%","0","0.00","0.0%","0.00"
"465","Drew Sample","CIN","TE","2","10","2","0.20","9.1%","-0.20","4","40.0%","2.0%","0","0.00","3.6%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00","5","50.0%","9.1%","2","0.40","4.5%","-0.40","1","10.0%","1.5%","0","0.00","0.9%","0.00"
"466","Tevin Coleman","SF","RB","3","10","3","0.30","9.8%","4.40","2","20.0%","1.2%","1","0.50","2.0%","15.00","3","30.0%","2.5%","1","0.33","2.9%","1.67","0","0.0%","0.0%","0","0.00","0.0%","0.00","5","50.0%","8.2%","1","0.20","4.9%","1.80"
"467","Kevin Rader","TEN","TE","14","10","0","0.00","2.3%","0.00","1","10.0%","0.1%","0","0.00","0.2%","0.00","2","20.0%","0.3%","0","0.00","0.5%","0.00","3","30.0%","1.5%","0","0.00","0.7%","0.00","4","40.0%","1.4%","0","0.00","0.9%","0.00"
"468","John Brown","BUF","WR","3","9","2","0.22","8.5%","4.67","9","100.0%","4.6%","2","0.22","8.5%","4.67","0","0.0%","0.0%","0","0.00","0.0%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00","0","0.0%","0.0%","0","0.00","0.0%","0.00"
